contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,contract_type,exp_date,current_price,mid_price,bid_ask_diff,moneyness,days_to_exp,T
AMZN260213C00235000,2026-01-29 16:21:26+00:00,235.0,11.84,11.8,11.95,-3.4099998,-22.360655,92.0,1015,0.49359637268066414,True,REGULAR,USD,Calls,2026-02-13,239.07000732421875,11.875,0.14999999999999858,1.0173191801030586,14,0.038356164383561646
AMZN260213C00240000,2026-01-29 16:17:02+00:00,240.0,9.25,9.3,9.45,-2.6999998,-22.594141,304.0,3797,0.49487809814453126,False,REGULAR,USD,Calls,2026-02-13,239.07000732421875,9.375,0.14999999999999858,0.9961250305175782,14,0.038356164383561646
AMZN260213C00245000,2026-01-29 16:21:58+00:00,245.0,7.11,7.15,7.25,-2.4100003,-25.315128,217.0,4371,0.49121602539062503,False,REGULAR,USD,Calls,2026-02-13,239.07000732421875,7.2,0.09999999999999964,0.9757959482621174,14,0.038356164383561646
AMZN260213C00250000,2026-01-29 16:20:39+00:00,250.0,5.4,5.25,5.4,-2.0,-27.027027,513.0,5523,0.48566188171386715,False,REGULAR,USD,Calls,2026-02-13,239.07000732421875,5.325,0.15000000000000036,0.956280029296875,14,0.038356164383561646
AMZN260213C00255000,2026-01-29 16:19:50+00:00,255.0,3.93,3.85,3.95,-1.6499999,-29.569891,347.0,4483,0.4823049816894531,False,REGULAR,USD,Calls,2026-02-13,239.07000732421875,3.9000000000000004,0.10000000000000009,0.9375294404871324,14,0.038356164383561646
AMZN260213C00260000,2026-01-29 16:18:25+00:00,260.0,2.78,2.77,2.83,-1.3300002,-32.3601,290.0,4173,0.47986359985351557,False,REGULAR,USD,Calls,2026-02-13,239.07000732421875,2.8,0.06000000000000005,0.9195000281700721,14,0.038356164383561646
AMZN260213C00265000,2026-01-29 15:55:03+00:00,265.0,1.85,1.91,1.96,-1.08,-36.86007,39.0,7509,0.4758353198242187,False,REGULAR,USD,Calls,2026-02-13,239.07000732421875,1.935,0.050000000000000044,0.9021509710347877,14,0.038356164383561646
AMZN260213C00270000,2026-01-29 16:21:04+00:00,270.0,1.34,1.31,1.35,-0.7099999,-34.634144,89.0,2930,0.47485876708984376,False,REGULAR,USD,Calls,2026-02-13,239.07000732421875,1.33,0.040000000000000036,0.8854444715711806,14,0.038356164383561646
AMZN260213C00275000,2026-01-29 16:08:57+00:00,275.0,0.83,0.88,0.92,-0.59999996,-41.958042,140.0,2677,0.47510290527343746,False,REGULAR,USD,Calls,2026-02-13,239.07000732421875,0.9,0.040000000000000036,0.8693454811789773,14,0.038356164383561646
AMZN260213C00280000,2026-01-29 16:07:20+00:00,280.0,0.55,0.59,0.63,-0.39999998,-42.10526,8.0,781,0.477544287109375,False,REGULAR,USD,Calls,2026-02-13,239.07000732421875,0.61,0.040000000000000036,0.8538214547293527,14,0.038356164383561646
AMZN260213C00285000,2026-01-29 15:41:02+00:00,285.0,0.38,0.38,0.42,-0.28000003,-42.424248,22.0,405,0.47852083984375,False,REGULAR,USD,Calls,2026-02-13,239.07000732421875,0.4,0.03999999999999998,0.8388421309621711,14,0.038356164383561646
AMZN260213C00290000,2026-01-29 15:51:07+00:00,290.0,0.24,0.26,0.27,-0.19000001,-44.18605,1.0,1038,0.47803256347656253,False,REGULAR,USD,Calls,2026-02-13,239.07000732421875,0.265,0.010000000000000009,0.8243793356007543,14,0.038356164383561646
AMZN260213C00295000,2026-01-29 15:20:14+00:00,295.0,0.19,0.16,0.19,-0.049999997,-20.833332,50.0,472,0.485356708984375,False,REGULAR,USD,Calls,2026-02-13,239.07000732421875,0.175,0.03,0.8104068044888771,14,0.038356164383561646
AMZN260213C00300000,2026-01-29 16:07:40+00:00,300.0,0.13,0.12,0.13,-0.07000001,-36.84211,3.0,451,0.49023947265625006,False,REGULAR,USD,Calls,2026-02-13,239.07000732421875,0.125,0.010000000000000009,0.7969000244140625,14,0.038356164383561646
AMZN260213C00305000,2026-01-29 15:44:12+00:00,305.0,0.08,0.07,0.09,-0.09,-52.941177,3.0,121,0.49609878906250005,False,REGULAR,USD,Calls,2026-02-13,239.07000732421875,0.08,0.01999999999999999,0.7838360895876024,14,0.038356164383561646
AMZN260213C00310000,2026-01-28 15:05:21+00:00,310.0,0.11,0.04,0.08,0.0,0.0,10.0,153,0.500005,False,REGULAR,USD,Calls,2026-02-13,239.07000732421875,0.06,0.04,0.7711935720136088,14,0.038356164383561646
AMZN260213C00315000,2026-01-28 18:06:21+00:00,315.0,0.07,0.03,0.06,0.0,0.0,4.0,57,0.5097705273437501,False,REGULAR,USD,Calls,2026-02-13,239.07000732421875,0.045,0.03,0.758952404203869,14,0.038356164383561646
AMZN260213C00320000,2026-01-28 18:46:31+00:00,320.0,0.03,0.02,0.05,0.0,0.0,10.0,52,0.5195360546875,False,REGULAR,USD,Calls,2026-02-13,239.07000732421875,0.035,0.030000000000000002,0.7470937728881836,14,0.038356164383561646
AMZN260213C00325000,2026-01-22 18:04:20+00:00,325.0,0.03,0.01,0.05,0.0,0.0,2.0,207,0.5351608984375,False,REGULAR,USD,Calls,2026-02-13,239.07000732421875,0.030000000000000002,0.04,0.7356000225360577,14,0.038356164383561646
AMZN260213C00330000,2026-01-26 14:30:00+00:00,330.0,0.02,0.0,0.04,0.0,0.0,4.0,17,0.5390671093750001,False,REGULAR,USD,Calls,2026-02-13,239.07000732421875,0.02,0.04,0.7244545676491477,14,0.038356164383561646
AMZN260213C00345000,2026-01-23 20:22:01+00:00,345.0,0.02,0.0,0.02,0.0,0.0,26.0,412,0.570316796875,False,REGULAR,USD,Calls,2026-02-13,239.07000732421875,0.01,0.02,0.69295654296875,14,0.038356164383561646
AMZN260213P00125000,2026-01-20 17:33:25+00:00,125.0,0.02,0.0,0.62,0.0,0.0,23.0,41,1.4541042919921874,False,REGULAR,USD,Puts,2026-02-13,239.07000732421875,0.31,0.62,1.91256005859375,14,0.038356164383561646
AMZN260213P00140000,2026-01-20 19:41:10+00:00,140.0,0.09,0.01,0.05,0.0,0.0,1.0,4,0.92187578125,False,REGULAR,USD,Puts,2026-02-13,239.07000732421875,0.030000000000000002,0.04,1.7076429094587053,14,0.038356164383561646
AMZN260213P00145000,2026-01-28 15:26:22+00:00,145.0,0.04,0.02,0.06,0.0,0.0,1.0,26,0.8945323046874999,False,REGULAR,USD,Puts,2026-02-13,239.07000732421875,0.04,0.039999999999999994,1.6487586712015085,14,0.038356164383561646
AMZN260213P00150000,2026-01-27 15:43:24+00:00,150.0,0.05,0.03,0.07,0.0,0.0,12.0,505,0.8554701953125,False,REGULAR,USD,Puts,2026-02-13,239.07000732421875,0.05,0.04000000000000001,1.593800048828125,14,0.038356164383561646
AMZN260213P00155000,2026-01-23 20:55:30+00:00,155.0,0.08,0.05,0.09,0.0,0.0,13.0,39,0.8320329296874999,False,REGULAR,USD,Puts,2026-02-13,239.07000732421875,0.07,0.039999999999999994,1.5423871440272177,14,0.038356164383561646
AMZN260213P00160000,2026-01-29 14:50:11+00:00,160.0,0.06,0.07,0.11,-0.02,-25.0,3.0,42,0.8007832421875,False,REGULAR,USD,Puts,2026-02-13,239.07000732421875,0.09,0.039999999999999994,1.4941875457763671,14,0.038356164383561646
AMZN260213P00165000,2026-01-29 16:13:39+00:00,165.0,0.11,0.1,0.13,0.019999996,22.222216,1.0,134,0.7685570019531252,False,REGULAR,USD,Puts,2026-02-13,239.07000732421875,0.115,0.03,1.4489091352982955,14,0.038356164383561646
AMZN260213P00170000,2026-01-29 15:56:41+00:00,170.0,0.14,0.14,0.17,0.010000005,7.692312,1.0,263,0.7421900781249999,False,REGULAR,USD,Puts,2026-02-13,239.07000732421875,0.15500000000000003,0.03,1.4062941607306985,14,0.038356164383561646
AMZN260213P00175000,2026-01-28 16:24:57+00:00,175.0,0.18,0.19,0.22,0.0,0.0,6.0,730,0.7148466015625,False,REGULAR,USD,Puts,2026-02-13,239.07000732421875,0.20500000000000002,0.03,1.3661143275669643,14,0.038356164383561646
AMZN260213P00180000,2026-01-29 15:58:21+00:00,180.0,0.27,0.25,0.28,0.050000012,22.727278,5.0,681,0.684573466796875,False,REGULAR,USD,Puts,2026-02-13,239.07000732421875,0.265,0.030000000000000027,1.328166707356771,14,0.038356164383561646
AMZN260213P00185000,2026-01-29 15:46:57+00:00,185.0,0.35,0.33,0.36,0.060000002,20.689655,6.0,391,0.6552768847656252,False,REGULAR,USD,Puts,2026-02-13,239.07000732421875,0.345,0.02999999999999997,1.2922703098606418,14,0.038356164383561646
AMZN260213P00190000,2026-01-29 16:09:46+00:00,190.0,0.48,0.44,0.46,0.14999998,45.454536,3.0,462,0.6269568554687501,False,REGULAR,USD,Puts,2026-02-13,239.07000732421875,0.45,0.020000000000000018,1.2582631964432567,14,0.038356164383561646
AMZN260213P00195000,2026-01-29 14:50:11+00:00,195.0,0.63,0.59,0.63,0.16,34.042553,8.0,474,0.602787175292969,False,REGULAR,USD,Puts,2026-02-13,239.07000732421875,0.61,0.040000000000000036,1.2260000375600961,14,0.038356164383561646
AMZN260213P00200000,2026-01-29 16:19:09+00:00,200.0,0.85,0.82,0.87,0.24000001,39.34426,120.0,1441,0.5820354296875,False,REGULAR,USD,Puts,2026-02-13,239.07000732421875,0.845,0.050000000000000044,1.1953500366210938,14,0.038356164383561646
AMZN260213P00205000,2026-01-29 16:21:08+00:00,205.0,1.18,1.17,1.22,0.34999996,42.16867,89.0,5591,0.5656781713867188,False,REGULAR,USD,Puts,2026-02-13,239.07000732421875,1.1949999999999998,0.050000000000000044,1.1661951576791159,14,0.038356164383561646
AMZN260213P00210000,2026-01-29 16:20:00+00:00,210.0,1.66,1.67,1.72,0.48000002,40.677967,79.0,1538,0.551762294921875,False,REGULAR,USD,Puts,2026-02-13,239.07000732421875,1.6949999999999998,0.050000000000000044,1.1384286063058036,14,0.038356164383561646
AMZN260213P00215000,2026-01-29 16:20:00+00:00,215.0,2.4,2.38,2.43,0.6400001,36.36364,38.0,1213,0.5411422839355471,False,REGULAR,USD,Puts,2026-02-13,239.07000732421875,2.4050000000000002,0.050000000000000266,1.1119535224382266,14,0.038356164383561646
AMZN260213P00220000,2026-01-29 16:18:35+00:00,220.0,3.4,3.35,3.45,1.0400002,44.06781,150.0,1860,0.5344284838867188,False,REGULAR,USD,Puts,2026-02-13,239.07000732421875,3.4000000000000004,0.10000000000000009,1.0866818514737215,14,0.038356164383561646
AMZN260213P00225000,2026-01-29 16:21:51+00:00,225.0,4.7,4.6,4.7,1.3099997,38.64306,172.0,1811,0.5257615783691407,False,REGULAR,USD,Puts,2026-02-13,239.07000732421875,4.65,0.10000000000000053,1.0625333658854166,14,0.038356164383561646
AMZN260213P00230000,2026-01-29 16:07:35+00:00,230.0,6.86,6.25,6.4,2.1600003,45.957455,93.0,2954,0.5227098510742187,False,REGULAR,USD,Puts,2026-02-13,239.07000732421875,6.325,0.15000000000000036,1.039434814453125,14,0.038356164383561646
AMZN260213P00235000,2026-01-29 16:02:18+00:00,235.0,8.98,8.35,8.5,2.5799994,40.31249,68.0,1172,0.5225877819824218,False,REGULAR,USD,Puts,2026-02-13,239.07000732421875,8.425,0.15000000000000036,1.0173191801030586,14,0.038356164383561646
AMZN260213P00240000,2026-01-29 16:00:23+00:00,240.0,11.35,10.8,10.95,3.0500002,36.74699,44.0,1676,0.5207567456054687,True,REGULAR,USD,Puts,2026-02-13,239.07000732421875,10.875,0.14999999999999858,0.9961250305175782,14,0.038356164383561646
AMZN260213P00245000,2026-01-29 15:49:29+00:00,245.0,14.31,13.6,13.7,3.4500008,31.767962,98.0,520,0.5162401892089843,True,REGULAR,USD,Puts,2026-02-13,239.07000732421875,13.649999999999999,0.09999999999999964,0.9757959482621174,14,0.038356164383561646
AMZN260213P00250000,2026-01-29 15:44:30+00:00,250.0,17.47,16.8,16.95,3.869999,28.455873,29.0,432,0.5160570855712892,True,REGULAR,USD,Puts,2026-02-13,239.07000732421875,16.875,0.14999999999999858,0.956280029296875,14,0.038356164383561646
AMZN260213P00255000,2026-01-29 14:49:51+00:00,255.0,18.55,20.3,20.5,1.2999992,7.536227,10.0,528,0.5141650146484374,True,REGULAR,USD,Puts,2026-02-13,239.07000732421875,20.4,0.1999999999999993,0.9375294404871324,14,0.038356164383561646
AMZN260213P00260000,2026-01-29 15:53:08+00:00,260.0,25.25,24.2,24.4,4.8500004,23.774511,20.0,1105,0.5170946728515625,True,REGULAR,USD,Puts,2026-02-13,239.07000732421875,24.299999999999997,0.1999999999999993,0.9195000281700721,14,0.038356164383561646
AMZN260213P00265000,2026-01-28 19:59:28+00:00,265.0,26.51,28.2,29.05,2.0500011,8.381036,2.0,52,0.5336960693359375,True,REGULAR,USD,Puts,2026-02-13,239.07000732421875,28.625,0.8500000000000014,0.9021509710347877,14,0.038356164383561646
AMZN260213P00270000,2026-01-28 15:13:15+00:00,270.0,26.35,32.55,33.5,0.0,0.0,2.0,39,0.5441940112304688,True,REGULAR,USD,Puts,2026-02-13,239.07000732421875,33.025,0.9500000000000028,0.8854444715711806,14,0.038356164383561646
AMZN260213P00275000,2026-01-16 15:39:49+00:00,275.0,33.55,37.05,38.05,-5.1800003,-13.374645,3.0,1,0.5537154003906251,True,REGULAR,USD,Puts,2026-02-13,239.07000732421875,37.55,1.0,0.8693454811789773,14,0.038356164383561646
AMZN260213P00280000,2026-01-20 19:59:34+00:00,280.0,39.62,41.4,43.95,-10.580002,-21.075703,1.0,11,0.6149940844726562,True,REGULAR,USD,Puts,2026-02-13,239.07000732421875,42.675,2.5500000000000043,0.8538214547293527,14,0.038356164383561646
AMZN260213P00285000,2026-01-23 16:53:08+00:00,285.0,44.9,46.25,49.0,0.0,0.0,15.0,15,0.657229990234375,True,REGULAR,USD,Puts,2026-02-13,239.07000732421875,47.625,2.75,0.8388421309621711,14,0.038356164383561646
AMZN260220C00110000,2026-01-28 14:43:32+00:00,110.0,136.34,126.55,129.6,0.0,0.0,10.0,1547,1.5380882470703123,True,REGULAR,USD,Calls,2026-02-20,239.07000732421875,128.075,3.049999999999997,2.173363702947443,21,0.057534246575342465
AMZN260220C00115000,2026-01-15 15:34:46+00:00,115.0,123.74,121.5,124.9,0.0,0.0,3.0,94,1.5751974365234374,True,REGULAR,USD,Calls,2026-02-20,239.07000732421875,123.2,3.4000000000000057,2.07886962890625,21,0.057534246575342465
AMZN260220C00120000,2026-01-13 14:59:06+00:00,120.0,126.67,116.9,119.65,0.0,0.0,2.0,74,1.40234673828125,True,REGULAR,USD,Calls,2026-02-20,239.07000732421875,118.275,2.75,1.9922500610351563,21,0.057534246575342465
AMZN260220C00125000,2026-01-21 15:41:36+00:00,125.0,106.83,111.55,114.1,0.0,0.0,18.0,217,0.8281267187499999,True,REGULAR,USD,Calls,2026-02-20,239.07000732421875,112.82499999999999,2.549999999999997,1.91256005859375,21,0.057534246575342465
AMZN260220C00130000,2026-01-22 20:45:07+00:00,130.0,104.63,106.7,109.15,0.0,0.0,1.0,100,0.9335944140625,True,REGULAR,USD,Calls,2026-02-20,239.07000732421875,107.92500000000001,2.450000000000003,1.8390000563401443,21,0.057534246575342465
AMZN260220C00135000,2026-01-26 14:42:10+00:00,135.0,103.2,101.65,104.15,0.0,0.0,2.0,60,0.8789074609374999,True,REGULAR,USD,Calls,2026-02-20,239.07000732421875,102.9,2.5,1.7708889431423611,21,0.057534246575342465
AMZN260220C00140000,2026-01-27 17:27:01+00:00,140.0,102.67,96.8,99.2,0.0,0.0,2.0,122,0.8867198828124999,True,REGULAR,USD,Calls,2026-02-20,239.07000732421875,98.0,2.4000000000000057,1.7076429094587053,21,0.057534246575342465
AMZN260220C00145000,2026-01-02 19:05:16+00:00,145.0,81.7,91.65,94.2,0.0,0.0,1.0,49,0.8339860351562498,True,REGULAR,USD,Calls,2026-02-20,239.07000732421875,92.92500000000001,2.549999999999997,1.6487586712015085,21,0.057534246575342465
AMZN260220C00150000,2026-01-28 19:08:38+00:00,150.0,90.15,86.8,89.5,-2.8499985,-3.0645144,1.0,596,0.9423833886718749,True,REGULAR,USD,Calls,2026-02-20,239.07000732421875,88.15,2.700000000000003,1.593800048828125,21,0.057534246575342465
AMZN260220C00155000,2026-01-28 17:05:49+00:00,155.0,83.02,82.5,84.45,-4.25,-4.869944,10.0,106,0.8657239990234374,True,REGULAR,USD,Calls,2026-02-20,239.07000732421875,83.475,1.9500000000000028,1.5423871440272177,21,0.057534246575342465
AMZN260220C00160000,2026-01-27 18:27:01+00:00,160.0,83.65,77.2,79.35,0.0,0.0,26.0,456,0.770510107421875,True,REGULAR,USD,Calls,2026-02-20,239.07000732421875,78.275,2.1499999999999915,1.4941875457763671,21,0.057534246575342465
AMZN260220C00165000,2026-01-27 20:11:11+00:00,165.0,79.47,72.25,74.05,0.0,0.0,46.0,137,1.0000000000000003e-05,True,REGULAR,USD,Calls,2026-02-20,239.07000732421875,73.15,1.7999999999999972,1.4489091352982955,21,0.057534246575342465
AMZN260220C00170000,2026-01-28 15:41:00+00:00,170.0,74.7,67.3,69.25,0.0,0.0,1.0,328,0.6210975390625001,True,REGULAR,USD,Calls,2026-02-20,239.07000732421875,68.275,1.9500000000000028,1.4062941607306985,21,0.057534246575342465
AMZN260220C00175000,2026-01-28 19:47:48+00:00,175.0,65.08,62.4,64.55,-3.6500015,-5.310638,5.0,297,0.6787141503906251,True,REGULAR,USD,Calls,2026-02-20,239.07000732421875,63.474999999999994,2.1499999999999986,1.3661143275669643,21,0.057534246575342465
AMZN260220C00180000,2026-01-28 18:34:55+00:00,180.0,64.6,57.6,59.65,0.0,0.0,7.0,451,0.6499058447265625,True,REGULAR,USD,Calls,2026-02-20,239.07000732421875,58.625,2.049999999999997,1.328166707356771,21,0.057534246575342465
AMZN260220C00185000,2026-01-28 20:59:33+00:00,185.0,59.09,52.4,54.1,0.0,0.0,13.0,391,0.35156898437499995,True,REGULAR,USD,Calls,2026-02-20,239.07000732421875,53.25,1.7000000000000028,1.2922703098606418,21,0.057534246575342465
AMZN260220C00190000,2026-01-28 17:12:29+00:00,190.0,53.75,47.8,49.3,0.0,0.0,11.0,1054,0.4580132324218751,True,REGULAR,USD,Calls,2026-02-20,239.07000732421875,48.55,1.5,1.2582631964432567,21,0.057534246575342465
AMZN260220C00195000,2026-01-28 20:55:00+00:00,195.0,44.31,44.0,44.6,-5.09,-10.303643,6.0,405,0.4846242944335938,True,REGULAR,USD,Calls,2026-02-20,239.07000732421875,44.3,0.6000000000000014,1.2260000375600961,21,0.057534246575342465
AMZN260220C00200000,2026-01-29 15:42:45+00:00,200.0,39.45,39.15,40.05,-4.9799995,-11.208641,13.0,3205,0.5002491381835938,True,REGULAR,USD,Calls,2026-02-20,239.07000732421875,39.599999999999994,0.8999999999999986,1.1953500366210938,21,0.057534246575342465
AMZN260220C00205000,2026-01-29 16:20:54+00:00,205.0,34.9,34.65,35.25,-4.549999,-11.533585,21.0,927,0.46802289794921875,True,REGULAR,USD,Calls,2026-02-20,239.07000732421875,34.95,0.6000000000000014,1.1661951576791159,21,0.057534246575342465
AMZN260220C00210000,2026-01-29 16:10:52+00:00,210.0,29.91,30.55,30.85,-5.1800003,-14.76204,39.0,12249,0.4655815161132813,True,REGULAR,USD,Calls,2026-02-20,239.07000732421875,30.700000000000003,0.3000000000000007,1.1384286063058036,21,0.057534246575342465
AMZN260220C00215000,2026-01-29 15:13:37+00:00,215.0,27.45,26.25,26.8,-3.5900002,-11.5657215,12.0,2042,0.471684970703125,True,REGULAR,USD,Calls,2026-02-20,239.07000732421875,26.525,0.5500000000000007,1.1119535224382266,21,0.057534246575342465
AMZN260220C00217500,2026-01-29 15:58:09+00:00,217.5,24.1,24.45,24.6,-4.029999,-14.326338,8.0,56,0.45715874877929696,True,REGULAR,USD,Calls,2026-02-20,239.07000732421875,24.525,0.15000000000000213,1.0991724474676725,21,0.057534246575342465
AMZN260220C00220000,2026-01-29 16:19:58+00:00,220.0,22.7,22.45,22.6,-3.9899998,-14.949418,264.0,17622,0.45203184692382814,True,REGULAR,USD,Calls,2026-02-20,239.07000732421875,22.525,0.15000000000000213,1.0866818514737215,21,0.057534246575342465
AMZN260220C00222500,2026-01-29 15:58:20+00:00,222.5,20.35,20.7,20.85,-4.4699993,-18.009666,41.0,174,0.45654840332031255,True,REGULAR,USD,Calls,2026-02-20,239.07000732421875,20.775,0.15000000000000213,1.0744719430301966,21,0.057534246575342465
AMZN260220C00225000,2026-01-29 16:22:05+00:00,225.0,18.98,18.9,19.1,-3.4700012,-15.456575,264.0,6762,0.45642633422851564,True,REGULAR,USD,Calls,2026-02-20,239.07000732421875,19.0,0.20000000000000284,1.0625333658854166,21,0.057534246575342465
AMZN260220C00227500,2026-01-29 16:06:30+00:00,227.5,16.75,17.2,17.35,-4.379999,-20.728819,14.0,1062,0.4522149505615235,True,REGULAR,USD,Calls,2026-02-20,239.07000732421875,17.275,0.15000000000000213,1.050857175051511,21,0.057534246575342465
AMZN260220C00230000,2026-01-29 16:07:30+00:00,230.0,15.07,15.55,15.7,-4.050001,-21.182014,203.0,16523,0.44885805053710937,True,REGULAR,USD,Calls,2026-02-20,239.07000732421875,15.625,0.14999999999999858,1.039434814453125,21,0.057534246575342465
AMZN260220C00232500,2026-01-29 15:03:38+00:00,232.5,14.2,14.1,14.25,-2.3499994,-14.199392,13.0,281,0.45044494873046875,True,REGULAR,USD,Calls,2026-02-20,239.07000732421875,14.175,0.15000000000000036,1.028258096018145,21,0.057534246575342465
AMZN260220C00235000,2026-01-29 16:18:47+00:00,235.0,12.7,12.7,12.8,-3.1500006,-19.873821,150.0,13353,0.4480035668945312,True,REGULAR,USD,Calls,2026-02-20,239.07000732421875,12.75,0.10000000000000142,1.0173191801030586,21,0.057534246575342465
AMZN260220C00237500,2026-01-29 16:18:21+00:00,237.5,11.31,11.35,11.45,-3.0899992,-21.458328,281.0,823,0.4459283923339844,True,REGULAR,USD,Calls,2026-02-20,239.07000732421875,11.399999999999999,0.09999999999999964,1.0066105571546053,21,0.057534246575342465
AMZN260220C00240000,2026-01-29 16:22:32+00:00,240.0,10.15,10.0,10.15,-2.6000004,-20.392159,1792.0,29192,0.4420221813964844,False,REGULAR,USD,Calls,2026-02-20,239.07000732421875,10.075,0.15000000000000036,0.9961250305175782,21,0.057534246575342465
AMZN260220C00242500,2026-01-29 16:11:51+00:00,242.5,8.6,8.95,9.05,-2.96,-25.605536,226.0,1041,0.4426325268554688,False,REGULAR,USD,Calls,2026-02-20,239.07000732421875,9.0,0.10000000000000142,0.9858557003060567,21,0.057534246575342465
AMZN260220C00245000,2026-01-29 16:22:11+00:00,245.0,7.9,7.8,7.95,-2.2999997,-22.549017,2254.0,16263,0.43933666137695315,False,REGULAR,USD,Calls,2026-02-20,239.07000732421875,7.875,0.15000000000000036,0.9757959482621174,21,0.057534246575342465
AMZN260220C00247500,2026-01-29 16:16:19+00:00,247.5,6.75,6.9,7.05,-2.1999998,-24.581005,305.0,1824,0.4408014904785156,False,REGULAR,USD,Calls,2026-02-20,239.07000732421875,6.975,0.14999999999999947,0.965939423532197,21,0.057534246575342465
AMZN260220C00250000,2026-01-29 16:23:44+00:00,250.0,6.09,6.0,6.1,-1.9099998,-23.874998,2185.0,42711,0.4364070031738281,False,REGULAR,USD,Calls,2026-02-20,239.07000732421875,6.05,0.09999999999999964,0.956280029296875,21,0.057534246575342465
AMZN260220C00252500,2026-01-29 16:00:01+00:00,252.5,5.15,5.2,5.3,-1.9499998,-27.464787,39.0,1227,0.4347590704345704,False,REGULAR,USD,Calls,2026-02-20,239.07000732421875,5.25,0.09999999999999964,0.9468119101949257,21,0.057534246575342465
AMZN260220C00255000,2026-01-29 16:23:56+00:00,255.0,4.54,4.5,4.6,-1.6500001,-26.69903,325.0,21937,0.43408769042968753,False,REGULAR,USD,Calls,2026-02-20,239.07000732421875,4.55,0.09999999999999964,0.9375294404871324,21,0.057534246575342465
AMZN260220C00257500,2026-01-29 16:14:23+00:00,257.5,3.84,3.8,3.9,-1.5600002,-28.888891,35.0,1046,0.4296321685791016,False,REGULAR,USD,Calls,2026-02-20,239.07000732421875,3.8499999999999996,0.10000000000000009,0.9284272129095874,21,0.057534246575342465
AMZN260220C00260000,2026-01-29 16:22:32+00:00,260.0,3.35,3.25,3.35,-1.25,-27.173914,2323.0,25781,0.4290828576660156,False,REGULAR,USD,Calls,2026-02-20,239.07000732421875,3.3,0.10000000000000009,0.9195000281700721,21,0.057534246575342465
AMZN260220C00262500,2026-01-29 16:09:51+00:00,262.5,2.61,2.8,2.85,-1.3900001,-34.750004,28.0,1459,0.4276180285644532,False,REGULAR,USD,Calls,2026-02-20,239.07000732421875,2.825,0.050000000000000266,0.9107428850446428,21,0.057534246575342465
AMZN260220C00265000,2026-01-29 16:23:39+00:00,265.0,2.4,2.37,2.43,-1.0,-29.411764,3925.0,20991,0.4274959594726563,False,REGULAR,USD,Calls,2026-02-20,239.07000732421875,2.4000000000000004,0.06000000000000005,0.9021509710347877,21,0.057534246575342465
AMZN260220C00270000,2026-01-29 16:13:54+00:00,270.0,1.65,1.67,1.71,-0.82000005,-33.198383,548.0,18885,0.4244442321777344,False,REGULAR,USD,Calls,2026-02-20,239.07000732421875,1.69,0.040000000000000036,0.8854444715711806,21,0.057534246575342465
AMZN260220C00275000,2026-01-29 16:21:24+00:00,275.0,1.19,1.17,1.2,-0.53999996,-31.213871,193.0,17654,0.4237118176269531,False,REGULAR,USD,Calls,2026-02-20,239.07000732421875,1.185,0.030000000000000027,0.8693454811789773,21,0.057534246575342465
AMZN260220C00280000,2026-01-29 16:15:02+00:00,280.0,0.82,0.81,0.84,-0.43,-34.4,218.0,13145,0.4244442321777344,False,REGULAR,USD,Calls,2026-02-20,239.07000732421875,0.825,0.029999999999999916,0.8538214547293527,21,0.057534246575342465
AMZN260220C00285000,2026-01-29 16:13:30+00:00,285.0,0.55,0.55,0.58,-0.31,-36.046513,58.0,3485,0.4250545776367188,False,REGULAR,USD,Calls,2026-02-20,239.07000732421875,0.565,0.029999999999999916,0.8388421309621711,21,0.057534246575342465
AMZN260220C00290000,2026-01-29 16:15:06+00:00,290.0,0.4,0.39,0.42,-0.22,-35.48387,789.0,4365,0.43066975585937506,False,REGULAR,USD,Calls,2026-02-20,239.07000732421875,0.405,0.02999999999999997,0.8243793356007543,21,0.057534246575342465
AMZN260220C00295000,2026-01-29 16:07:22+00:00,295.0,0.25,0.26,0.29,-0.13,-34.210526,25.0,2494,0.432622861328125,False,REGULAR,USD,Calls,2026-02-20,239.07000732421875,0.275,0.02999999999999997,0.8104068044888771,21,0.057534246575342465
AMZN260220C00300000,2026-01-29 16:14:55+00:00,300.0,0.2,0.18,0.21,-0.10000001,-33.333336,153.0,10247,0.4379939013671875,False,REGULAR,USD,Calls,2026-02-20,239.07000732421875,0.195,0.03,0.7969000244140625,21,0.057534246575342465
AMZN260220C00305000,2026-01-29 16:01:43+00:00,305.0,0.13,0.12,0.15,-0.08,-38.095238,2.0,2363,0.442388388671875,False,REGULAR,USD,Calls,2026-02-20,239.07000732421875,0.135,0.03,0.7838360895876024,21,0.057534246575342465
AMZN260220C00310000,2026-01-28 16:38:56+00:00,310.0,0.09,0.09,0.11,-0.060000002,-40.0,1.0,2711,0.44824770507812495,False,REGULAR,USD,Calls,2026-02-20,239.07000732421875,0.1,0.020000000000000004,0.7711935720136088,21,0.057534246575342465
AMZN260220C00315000,2026-01-28 16:38:02+00:00,315.0,0.09,0.07,0.08,0.0,0.0,2.0,684,0.454107021484375,False,REGULAR,USD,Calls,2026-02-20,239.07000732421875,0.07500000000000001,0.009999999999999995,0.758952404203869,21,0.057534246575342465
