contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,contract_type,exp_date,current_price,mid_price,bid_ask_diff,moneyness,days_to_exp,T
AMZN260918P00140000,2026-01-22 14:44:24+00:00,140.0,1.56,1.55,1.59,0.0,0.0,3.0,1484,0.42969320312500003,False,REGULAR,USD,Puts,2026-09-18,239.07000732421875,1.57,0.040000000000000036,1.7076429094587053,231,0.6328767123287671
AMZN260918P00145000,2026-01-23 20:46:57+00:00,145.0,1.76,1.82,1.9,0.0,0.0,4.0,446,0.4224300921630859,False,REGULAR,USD,Puts,2026-09-18,239.07000732421875,1.8599999999999999,0.07999999999999985,1.6487586712015085,231,0.6328767123287671
AMZN260918P00150000,2026-01-29 15:33:39+00:00,150.0,2.12,2.14,2.21,0.16999984,8.71794,1.0,3682,0.41321387573242185,False,REGULAR,USD,Puts,2026-09-18,239.07000732421875,2.175,0.06999999999999984,1.593800048828125,231,0.6328767123287671
AMZN260918P00155000,2026-01-26 17:47:25+00:00,155.0,2.45,2.52,2.58,0.0,0.0,3.0,3229,0.40491317749023437,False,REGULAR,USD,Puts,2026-09-18,239.07000732421875,2.55,0.06000000000000005,1.5423871440272177,231,0.6328767123287671
AMZN260918P00160000,2026-01-27 20:58:43+00:00,160.0,2.57,2.97,3.05,0.0,0.0,3420.0,15354,0.39856558471679693,False,REGULAR,USD,Puts,2026-09-18,239.07000732421875,3.01,0.07999999999999963,1.4941875457763671,231,0.6328767123287671
AMZN260918P00165000,2026-01-29 15:53:48+00:00,165.0,3.55,3.45,3.55,0.43000007,13.782054,25.0,3838,0.3911804046630859,False,REGULAR,USD,Puts,2026-09-18,239.07000732421875,3.5,0.09999999999999964,1.4489091352982955,231,0.6328767123287671
AMZN260918P00170000,2026-01-29 16:14:56+00:00,170.0,4.15,4.05,4.15,0.5,13.698629,16.0,8639,0.3850159155273437,False,REGULAR,USD,Puts,2026-09-18,239.07000732421875,4.1,0.10000000000000053,1.4062941607306985,231,0.6328767123287671
AMZN260918P00175000,2026-01-28 19:42:28+00:00,175.0,4.25,4.75,4.85,0.0,0.0,6.0,4257,0.37946177185058594,False,REGULAR,USD,Puts,2026-09-18,239.07000732421875,4.8,0.09999999999999964,1.3661143275669643,231,0.6328767123287671
AMZN260918P00180000,2026-01-29 16:14:29+00:00,180.0,5.6,5.5,5.6,0.75,15.463918,27.0,5985,0.3731446963500976,False,REGULAR,USD,Puts,2026-09-18,239.07000732421875,5.55,0.09999999999999964,1.328166707356771,231,0.6328767123287671
AMZN260918P00185000,2026-01-29 16:13:04+00:00,185.0,6.55,6.35,6.5,0.8200002,14.310648,60.0,2149,0.3682619326782227,False,REGULAR,USD,Puts,2026-09-18,239.07000732421875,6.425,0.15000000000000036,1.2922703098606418,231,0.6328767123287671
AMZN260918P00190000,2026-01-29 16:13:07+00:00,190.0,7.55,7.35,7.5,1.0500002,16.153849,47.0,5252,0.3633486517333985,False,REGULAR,USD,Puts,2026-09-18,239.07000732421875,7.425,0.15000000000000036,1.2582631964432567,231,0.6328767123287671
AMZN260918P00195000,2026-01-29 16:12:59+00:00,195.0,8.65,8.5,8.6,0.8899994,11.469064,47.0,4789,0.3582522671508789,False,REGULAR,USD,Puts,2026-09-18,239.07000732421875,8.55,0.09999999999999964,1.2260000375600961,231,0.6328767123287671
AMZN260918P00200000,2026-01-29 16:13:21+00:00,200.0,9.95,9.75,9.85,1.3899994,16.23831,63.0,6085,0.3538577798461914,False,REGULAR,USD,Puts,2026-09-18,239.07000732421875,9.8,0.09999999999999964,1.1953500366210938,231,0.6328767123287671
AMZN260918P00205000,2026-01-29 16:12:53+00:00,205.0,11.35,11.1,11.25,1.5,15.228426,40.0,2099,0.34989053436279294,False,REGULAR,USD,Puts,2026-09-18,239.07000732421875,11.175,0.15000000000000036,1.1661951576791159,231,0.6328767123287671
AMZN260918P00210000,2026-01-29 15:49:53+00:00,210.0,12.91,12.6,12.75,1.5100002,13.245617,10.0,3050,0.34540449523925776,False,REGULAR,USD,Puts,2026-09-18,239.07000732421875,12.675,0.15000000000000036,1.1384286063058036,231,0.6328767123287671
AMZN260918P00215000,2026-01-29 15:55:29+00:00,215.0,14.64,14.25,14.45,2.2800007,18.446608,1.0,5122,0.34192552612304683,False,REGULAR,USD,Puts,2026-09-18,239.07000732421875,14.35,0.1999999999999993,1.1119535224382266,231,0.6328767123287671
AMZN260918P00220000,2026-01-29 14:55:09+00:00,220.0,15.5,16.05,16.25,1.1000004,7.6388917,2.0,5248,0.33780569427490237,False,REGULAR,USD,Puts,2026-09-18,239.07000732421875,16.15,0.1999999999999993,1.0866818514737215,231,0.6328767123287671
AMZN260918P00225000,2026-01-29 14:48:19+00:00,225.0,17.95,18.05,18.25,1.6500015,10.122709,11.0,2630,0.33447931152343746,False,REGULAR,USD,Puts,2026-09-18,239.07000732421875,18.15,0.1999999999999993,1.0625333658854166,231,0.6328767123287671
AMZN260918P00230000,2026-01-29 15:32:20+00:00,230.0,19.98,20.15,20.35,1.9200001,10.631229,9.0,3571,0.33045103149414057,False,REGULAR,USD,Puts,2026-09-18,239.07000732421875,20.25,0.20000000000000284,1.039434814453125,231,0.6328767123287671
AMZN260918P00235000,2026-01-29 15:51:21+00:00,235.0,23.05,22.45,22.65,2.75,13.546799,440.0,3882,0.32709413146972655,False,REGULAR,USD,Puts,2026-09-18,239.07000732421875,22.549999999999997,0.1999999999999993,1.0173191801030586,231,0.6328767123287671
AMZN260918P00240000,2026-01-28 20:03:28+00:00,240.0,25.01,24.85,25.1,2.290001,10.079229,12.0,1054,0.32366093826293935,True,REGULAR,USD,Puts,2026-09-18,239.07000732421875,24.975,0.25,0.9961250305175782,231,0.6328767123287671
AMZN260918P00245000,2026-01-29 15:01:07+00:00,245.0,27.25,27.45,27.7,2.08,8.263806,1.0,1627,0.32019722778320303,True,REGULAR,USD,Puts,2026-09-18,239.07000732421875,27.575,0.25,0.9757959482621174,231,0.6328767123287671
AMZN260918P00250000,2026-01-28 20:21:04+00:00,250.0,27.6,30.2,30.4,0.0,0.0,13.0,1455,0.3160163613891601,True,REGULAR,USD,Puts,2026-09-18,239.07000732421875,30.299999999999997,0.1999999999999993,0.956280029296875,231,0.6328767123287671
AMZN260918P00255000,2026-01-28 16:27:23+00:00,255.0,30.65,33.15,33.4,0.0,0.0,2.0,382,0.3137580831909179,True,REGULAR,USD,Puts,2026-09-18,239.07000732421875,33.275,0.25,0.9375294404871324,231,0.6328767123287671
AMZN260918P00260000,2026-01-27 18:59:13+00:00,260.0,33.35,36.15,36.4,0.0,0.0,2.0,254,0.30953144088745116,True,REGULAR,USD,Puts,2026-09-18,239.07000732421875,36.275,0.25,0.9195000281700721,231,0.6328767123287671
AMZN260918P00265000,2026-01-28 14:39:17+00:00,265.0,35.4,39.4,39.6,0.0,0.0,2.0,113,0.30597617858886716,True,REGULAR,USD,Puts,2026-09-18,239.07000732421875,39.5,0.20000000000000284,0.9021509710347877,231,0.6328767123287671
AMZN260918P00270000,2026-01-13 19:27:40+00:00,270.0,40.6,42.75,43.0,0.0,0.0,1.0,1479,0.3031991067504882,True,REGULAR,USD,Puts,2026-09-18,239.07000732421875,42.875,0.25,0.8854444715711806,231,0.6328767123287671
AMZN260918P00275000,2026-01-29 15:01:19+00:00,275.0,46.15,46.2,47.25,0.51000214,1.1174456,5.0,102,0.3107673904418945,True,REGULAR,USD,Puts,2026-09-18,239.07000732421875,46.725,1.0499999999999972,0.8693454811789773,231,0.6328767123287671
AMZN260918P00280000,2026-01-26 14:35:49+00:00,280.0,48.57,49.55,50.9,0.0,0.0,1.0,229,0.30811238769531246,True,REGULAR,USD,Puts,2026-09-18,239.07000732421875,50.224999999999994,1.3500000000000014,0.8538214547293527,231,0.6328767123287671
AMZN260918P00285000,2025-12-30 17:45:03+00:00,285.0,58.15,52.95,54.8,0.0,0.0,4.0,82,0.3074715249633788,True,REGULAR,USD,Puts,2026-09-18,239.07000732421875,53.875,1.8499999999999943,0.8388421309621711,231,0.6328767123287671
AMZN260918P00290000,2026-01-23 20:52:29+00:00,290.0,56.95,57.05,58.65,0.0,0.0,30.0,203,0.30429772857666015,True,REGULAR,USD,Puts,2026-09-18,239.07000732421875,57.849999999999994,1.6000000000000014,0.8243793356007543,231,0.6328767123287671
AMZN260918P00295000,2026-01-23 17:18:08+00:00,295.0,59.9,61.4,62.7,0.0,0.0,10.0,40,0.30264979583740237,True,REGULAR,USD,Puts,2026-09-18,239.07000732421875,62.05,1.3000000000000043,0.8104068044888771,231,0.6328767123287671
AMZN260918P00300000,2026-01-23 17:18:07+00:00,300.0,64.05,65.5,66.95,0.0,0.0,5.0,93,0.3029244512939453,True,REGULAR,USD,Puts,2026-09-18,239.07000732421875,66.225,1.4500000000000028,0.7969000244140625,231,0.6328767123287671
AMZN260918P00305000,2026-01-23 20:52:08+00:00,305.0,69.4,69.8,71.3,0.0,0.0,20.0,13,0.3036263485717773,True,REGULAR,USD,Puts,2026-09-18,239.07000732421875,70.55,1.5,0.7838360895876024,231,0.6328767123287671
AMZN260918P00310000,2026-01-20 17:51:14+00:00,310.0,79.05,73.95,75.7,0.0,0.0,32.0,63,0.3039620385742187,True,REGULAR,USD,Puts,2026-09-18,239.07000732421875,74.825,1.75,0.7711935720136088,231,0.6328767123287671
AMZN260918P00315000,2025-12-15 20:08:40+00:00,315.0,92.17,78.45,80.2,0.0,0.0,2.0,6,0.30512169494628905,True,REGULAR,USD,Puts,2026-09-18,239.07000732421875,79.325,1.75,0.758952404203869,231,0.6328767123287671
AMZN260918P00320000,2026-01-14 15:41:43+00:00,320.0,82.53,82.8,84.7,0.0,0.0,36.0,73,0.3050606604003906,True,REGULAR,USD,Puts,2026-09-18,239.07000732421875,83.75,1.9000000000000057,0.7470937728881836,231,0.6328767123287671
AMZN260918P00325000,2025-12-09 18:17:51+00:00,325.0,97.04,87.6,89.45,0.0,0.0,2.0,0,0.3098518722534179,True,REGULAR,USD,Puts,2026-09-18,239.07000732421875,88.525,1.8500000000000085,0.7356000225360577,231,0.6328767123287671
AMZN260918P00330000,2025-11-21 19:57:17+00:00,330.0,109.4,89.4,90.75,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD,Puts,2026-09-18,239.07000732421875,90.075,1.3499999999999943,0.7244545676491477,231,0.6328767123287671
AMZN260918P00340000,2026-01-09 18:04:01+00:00,340.0,94.74,101.55,103.7,0.0,0.0,2.0,2,0.3200751586914062,True,REGULAR,USD,Puts,2026-09-18,239.07000732421875,102.625,2.1500000000000057,0.7031470803653492,231,0.6328767123287671
AMZN260918P00350000,2025-11-04 17:27:18+00:00,350.0,99.9,108.1,110.7,0.0,0.0,4.0,0,1.0000000000000003e-05,True,REGULAR,USD,Puts,2026-09-18,239.07000732421875,109.4,2.6000000000000085,0.6830571637834821,231,0.6328767123287671
AMZN260918P00370000,2025-11-24 19:20:18+00:00,370.0,144.17,127.5,130.25,0.0,0.0,2.0,0,1.0000000000000003e-05,True,REGULAR,USD,Puts,2026-09-18,239.07000732421875,128.875,2.75,0.6461351549303209,231,0.6328767123287671
AMZN261120C00125000,2026-01-14 18:30:42+00:00,125.0,117.83,116.5,120.0,0.0,0.0,10.0,39,0.5662274822998048,True,REGULAR,USD,Calls,2026-11-20,239.07000732421875,118.25,3.5,1.91256005859375,294,0.8054794520547945
AMZN261120C00130000,2026-01-23 20:57:11+00:00,130.0,115.7,111.7,115.4,0.0,0.0,2.0,11,0.5484664294433594,True,REGULAR,USD,Calls,2026-11-20,239.07000732421875,113.55000000000001,3.700000000000003,1.8390000563401443,294,0.8054794520547945
AMZN261120C00140000,2026-01-27 17:27:01+00:00,140.0,109.09,103.0,105.75,0.0,0.0,2.0,6,0.5196581237792968,True,REGULAR,USD,Calls,2026-11-20,239.07000732421875,104.375,2.75,1.7076429094587053,294,0.8054794520547945
AMZN261120C00150000,2026-01-22 16:03:32+00:00,150.0,92.0,94.55,96.65,0.0,0.0,1.0,4,0.5259446820068359,True,REGULAR,USD,Calls,2026-11-20,239.07000732421875,95.6,2.1000000000000085,1.593800048828125,294,0.8054794520547945
AMZN261120C00160000,2026-01-23 18:35:48+00:00,160.0,88.7,86.0,88.35,0.0,0.0,2.0,2,0.5092212164306642,True,REGULAR,USD,Calls,2026-11-20,239.07000732421875,87.175,2.3499999999999943,1.4941875457763671,294,0.8054794520547945
AMZN261120C00165000,2026-01-29 15:03:41+00:00,165.0,82.58,81.5,83.7,2.4300003,3.0318158,23.0,7,0.48901878173828134,True,REGULAR,USD,Calls,2026-11-20,239.07000732421875,82.6,2.200000000000003,1.4489091352982955,294,0.8054794520547945
AMZN261120C00170000,2026-01-29 14:37:26+00:00,170.0,82.0,77.65,79.95,5.5999985,7.329841,1.0,6,0.4863027444458008,True,REGULAR,USD,Calls,2026-11-20,239.07000732421875,78.80000000000001,2.299999999999997,1.4062941607306985,294,0.8054794520547945
AMZN261120C00175000,2026-01-29 15:29:06+00:00,175.0,75.55,73.65,75.4,5.300003,7.5444884,2.0,2,0.4673210006713867,True,REGULAR,USD,Calls,2026-11-20,239.07000732421875,74.525,1.75,1.3661143275669643,294,0.8054794520547945
AMZN261120C00180000,2026-01-28 19:02:00+00:00,180.0,75.0,69.75,71.4,0.0,0.0,1.0,10,0.4578301287841797,True,REGULAR,USD,Calls,2026-11-20,239.07000732421875,70.575,1.6500000000000057,1.328166707356771,294,0.8054794520547945
AMZN261120C00190000,2026-01-29 14:38:45+00:00,190.0,66.75,62.45,63.85,-0.27999878,-0.4177216,1.0,6,0.44315132049560546,True,REGULAR,USD,Calls,2026-11-20,239.07000732421875,63.150000000000006,1.3999999999999986,1.2582631964432567,294,0.8054794520547945
AMZN261120C00195000,2026-01-29 15:03:41+00:00,195.0,59.5,58.65,60.8,-7.330002,-10.96813,1.0,3,0.4449823568725586,True,REGULAR,USD,Calls,2026-11-20,239.07000732421875,59.724999999999994,2.1499999999999986,1.2260000375600961,294,0.8054794520547945
AMZN261120C00200000,2026-01-29 15:03:41+00:00,200.0,56.0,55.2,56.7,-4.25,-7.0539417,1.0,9,0.42981527221679694,True,REGULAR,USD,Calls,2026-11-20,239.07000732421875,55.95,1.5,1.1953500366210938,294,0.8054794520547945
AMZN261120C00205000,2026-01-26 15:12:58+00:00,205.0,53.11,51.85,53.95,0.0,0.0,1.0,21,0.43280596496582036,True,REGULAR,USD,Calls,2026-11-20,239.07000732421875,52.900000000000006,2.1000000000000014,1.1661951576791159,294,0.8054794520547945
AMZN261120C00210000,2026-01-29 16:04:17+00:00,210.0,49.23,48.8,50.75,-7.010002,-12.464442,1.0,13,0.42790794265747073,True,REGULAR,USD,Calls,2026-11-20,239.07000732421875,49.775,1.9500000000000028,1.1384286063058036,294,0.8054794520547945
AMZN261120C00215000,2026-01-23 20:58:21+00:00,215.0,47.0,45.6,47.65,0.0,0.0,6.0,34,0.42304043762207033,True,REGULAR,USD,Calls,2026-11-20,239.07000732421875,46.625,2.049999999999997,1.1119535224382266,294,0.8054794520547945
AMZN261120C00220000,2026-01-28 20:16:29+00:00,220.0,47.05,42.65,44.45,0.0,0.0,1.0,35,0.41563999893188475,True,REGULAR,USD,Calls,2026-11-20,239.07000732421875,43.55,1.8000000000000043,1.0866818514737215,294,0.8054794520547945
AMZN261120C00225000,2026-01-28 15:10:27+00:00,225.0,46.35,39.9,41.25,0.0,0.0,1.0,32,0.4071104211425781,True,REGULAR,USD,Calls,2026-11-20,239.07000732421875,40.575,1.3500000000000014,1.0625333658854166,294,0.8054794520547945
AMZN261120C00230000,2026-01-28 15:59:16+00:00,230.0,41.2,37.05,38.9,0.0,0.0,4.0,37,0.4077665425109864,True,REGULAR,USD,Calls,2026-11-20,239.07000732421875,37.974999999999994,1.8500000000000014,1.039434814453125,294,0.8054794520547945
AMZN261120C00235000,2026-01-29 15:38:20+00:00,235.0,34.95,34.25,36.4,-3.4500008,-8.984376,3.0,141,0.4052183502197265,True,REGULAR,USD,Calls,2026-11-20,239.07000732421875,35.325,2.1499999999999986,1.0173191801030586,294,0.8054794520547945
AMZN261120C00240000,2026-01-28 20:35:05+00:00,240.0,32.54,32.95,33.25,-3.5599976,-9.861489,2.0,68,0.3936828210449219,False,REGULAR,USD,Calls,2026-11-20,239.07000732421875,33.1,0.29999999999999716,0.9961250305175782,294,0.8054794520547945
AMZN261120C00245000,2026-01-29 16:02:05+00:00,245.0,30.1,30.55,30.9,-3.749998,-11.078281,12.0,80,0.39040221420288085,False,REGULAR,USD,Calls,2026-11-20,239.07000732421875,30.725,0.34999999999999787,0.9757959482621174,294,0.8054794520547945
AMZN261120C00250000,2026-01-29 15:53:46+00:00,250.0,28.0,28.3,28.7,-3.2000008,-10.256412,21.0,465,0.3876098837280273,False,REGULAR,USD,Calls,2026-11-20,239.07000732421875,28.5,0.3999999999999986,0.956280029296875,294,0.8054794520547945
AMZN261120C00255000,2026-01-29 15:36:30+00:00,255.0,26.35,26.2,26.55,-2.2799988,-7.9636703,1.0,27,0.38413091461181637,False,REGULAR,USD,Calls,2026-11-20,239.07000732421875,26.375,0.3500000000000014,0.9375294404871324,294,0.8054794520547945
AMZN261120C00260000,2026-01-29 15:49:27+00:00,260.0,24.15,24.25,24.55,-2.5599995,-9.584423,7.0,121,0.3811707391357422,False,REGULAR,USD,Calls,2026-11-20,239.07000732421875,24.4,0.3000000000000007,0.9195000281700721,294,0.8054794520547945
AMZN261120C00265000,2026-01-29 15:47:15+00:00,265.0,22.33,22.45,22.75,-0.30999947,-1.3692557,1.0,163,0.37933970275878903,False,REGULAR,USD,Calls,2026-11-20,239.07000732421875,22.6,0.3000000000000007,0.9021509710347877,294,0.8054794520547945
AMZN261120C00270000,2026-01-29 15:37:17+00:00,270.0,20.7,20.7,21.0,-3.8999996,-15.853657,1.0,175,0.3768983209228516,False,REGULAR,USD,Calls,2026-11-20,239.07000732421875,20.85,0.3000000000000007,0.8854444715711806,294,0.8054794520547945
AMZN261120C00275000,2026-01-27 16:41:37+00:00,275.0,21.08,19.0,19.35,0.0,0.0,1.0,161,0.374456939086914,False,REGULAR,USD,Calls,2026-11-20,239.07000732421875,19.175,0.3500000000000014,0.8693454811789773,294,0.8054794520547945
AMZN261120C00280000,2026-01-29 14:56:39+00:00,280.0,17.48,17.55,17.85,-2.2399998,-11.359025,14.0,119,0.3726869372558594,False,REGULAR,USD,Calls,2026-11-20,239.07000732421875,17.700000000000003,0.3000000000000007,0.8538214547293527,294,0.8054794520547945
AMZN261120C00285000,2026-01-27 15:16:38+00:00,285.0,17.17,16.1,16.4,0.0,0.0,1.0,172,0.3703981417846679,False,REGULAR,USD,Calls,2026-11-20,239.07000732421875,16.25,0.29999999999999716,0.8388421309621711,294,0.8054794520547945
AMZN261120C00290000,2026-01-28 16:17:59+00:00,290.0,16.7,14.8,15.05,0.0,0.0,1.0,88,0.3682314154052735,False,REGULAR,USD,Calls,2026-11-20,239.07000732421875,14.925,0.25,0.8243793356007543,294,0.8054794520547945
AMZN261120C00295000,2026-01-27 18:58:41+00:00,295.0,15.63,13.55,13.85,0.0,0.0,16.0,105,0.36690391403198247,False,REGULAR,USD,Calls,2026-11-20,239.07000732421875,13.7,0.29999999999999893,0.8104068044888771,294,0.8054794520547945
AMZN261120C00300000,2026-01-29 15:39:43+00:00,300.0,12.52,12.5,12.7,-2.4299994,-16.254177,101.0,60,0.3651796881103516,False,REGULAR,USD,Calls,2026-11-20,239.07000732421875,12.6,0.1999999999999993,0.7969000244140625,294,0.8054794520547945
AMZN261120C00305000,2026-01-28 17:35:39+00:00,305.0,12.78,11.35,11.7,0.0,0.0,2.0,21,0.364462532196045,False,REGULAR,USD,Calls,2026-11-20,239.07000732421875,11.524999999999999,0.34999999999999964,0.7838360895876024,294,0.8054794520547945
AMZN261120C00310000,2026-01-28 18:25:18+00:00,310.0,11.8,10.45,10.75,0.0,0.0,1.0,104,0.3634707208251954,False,REGULAR,USD,Calls,2026-11-20,239.07000732421875,10.6,0.3000000000000007,0.7711935720136088,294,0.8054794520547945
AMZN261120C00315000,2026-01-29 15:45:07+00:00,315.0,9.6,9.55,9.8,0.0,0.0,20.0,3,0.3614870980834961,False,REGULAR,USD,Calls,2026-11-20,239.07000732421875,9.675,0.25,0.758952404203869,294,0.8054794520547945
AMZN261120C00320000,2026-01-28 20:17:07+00:00,320.0,9.96,8.75,9.0,0.0,0.0,1.0,179,0.360785200805664,False,REGULAR,USD,Calls,2026-11-20,239.07000732421875,8.875,0.25,0.7470937728881836,294,0.8054794520547945
AMZN261120C00325000,2026-01-29 15:47:58+00:00,325.0,8.07,8.0,8.3,-2.1900005,-21.345036,1.0,16,0.36072416625976556,False,REGULAR,USD,Calls,2026-11-20,239.07000732421875,8.15,0.3000000000000007,0.7356000225360577,294,0.8054794520547945
AMZN261120C00330000,2026-01-29 14:45:12+00:00,330.0,7.73,7.35,7.6,-0.9199996,-10.635834,1.0,5,0.3598391653442382,False,REGULAR,USD,Calls,2026-11-20,239.07000732421875,7.475,0.25,0.7244545676491477,294,0.8054794520547945
AMZN261120C00335000,2026-01-27 20:40:20+00:00,335.0,8.35,6.75,7.0,0.0,0.0,2.0,6,0.3597476135253906,False,REGULAR,USD,Calls,2026-11-20,239.07000732421875,6.875,0.25,0.7136418129081157,294,0.8054794520547945
AMZN261120C00340000,2026-01-28 14:46:41+00:00,340.0,7.8,6.15,6.4,0.0,0.0,6.0,14,0.3588626126098633,False,REGULAR,USD,Calls,2026-11-20,239.07000732421875,6.275,0.25,0.7031470803653492,294,0.8054794520547945
AMZN261120C00350000,2026-01-27 17:19:57+00:00,350.0,6.2,5.15,5.45,0.0,0.0,8.0,28,0.3593508889770508,False,REGULAR,USD,Calls,2026-11-20,239.07000732421875,5.300000000000001,0.2999999999999998,0.6830571637834821,294,0.8054794520547945
AMZN261120C00360000,2026-01-28 20:55:01+00:00,360.0,5.08,4.35,4.6,0.0,0.0,12.0,24,0.3590151989746094,False,REGULAR,USD,Calls,2026-11-20,239.07000732421875,4.475,0.25,0.6640833536783854,294,0.8054794520547945
AMZN261120P00120000,2026-01-28 17:07:14+00:00,120.0,1.1,1.13,1.25,0.0,0.0,1.0,2,0.45117736328125,False,REGULAR,USD,Puts,2026-11-20,239.07000732421875,1.19,0.1200000000000001,1.9922500610351563,294,0.8054794520547945
AMZN261120P00125000,2026-01-28 20:23:02+00:00,125.0,1.26,1.33,1.44,0.0,0.0,1.0,75,0.4401911450195312,False,REGULAR,USD,Puts,2026-11-20,239.07000732421875,1.385,0.10999999999999988,1.91256005859375,294,0.8054794520547945
AMZN261120P00130000,2026-01-27 15:48:57+00:00,130.0,1.5,1.53,1.69,0.0,0.0,1.0,6,0.43140217041015627,False,REGULAR,USD,Puts,2026-11-20,239.07000732421875,1.6099999999999999,0.15999999999999992,1.8390000563401443,294,0.8054794520547945
AMZN261120P00135000,2026-01-27 17:43:27+00:00,135.0,1.76,1.8,1.97,0.0,0.0,10.0,19,0.4226131958007812,False,REGULAR,USD,Puts,2026-11-20,239.07000732421875,1.885,0.16999999999999993,1.7708889431423611,294,0.8054794520547945
AMZN261120P00140000,2026-01-28 20:52:45+00:00,140.0,1.92,2.13,2.27,0.0,0.0,1.0,3,0.41345801391601555,False,REGULAR,USD,Puts,2026-11-20,239.07000732421875,2.2,0.14000000000000012,1.7076429094587053,294,0.8054794520547945
AMZN261120P00145000,2026-01-26 18:59:09+00:00,145.0,2.43,2.47,2.64,0.0,0.0,4.0,1106,0.4057676611328125,False,REGULAR,USD,Puts,2026-11-20,239.07000732421875,2.555,0.16999999999999993,1.6487586712015085,294,0.8054794520547945
AMZN261120P00150000,2026-01-27 16:29:36+00:00,150.0,2.81,2.88,3.1,0.0,0.0,1.0,41,0.3997252410888672,False,REGULAR,USD,Puts,2026-11-20,239.07000732421875,2.99,0.2200000000000002,1.593800048828125,294,0.8054794520547945
AMZN261120P00155000,2026-01-27 14:56:29+00:00,155.0,3.35,3.4,3.6,0.0,0.0,2.0,13,0.3931945446777344,False,REGULAR,USD,Puts,2026-11-20,239.07000732421875,3.5,0.20000000000000018,1.5423871440272177,294,0.8054794520547945
AMZN261120P00160000,2026-01-29 16:14:55+00:00,160.0,4.05,3.95,4.15,0.4000001,10.958906,41.0,18,0.3864807446289062,False,REGULAR,USD,Puts,2026-11-20,239.07000732421875,4.050000000000001,0.20000000000000018,1.4941875457763671,294,0.8054794520547945
AMZN261120P00165000,2026-01-29 15:58:21+00:00,165.0,4.7,4.55,4.75,0.3499999,8.045976,28.0,113,0.3795228063964844,False,REGULAR,USD,Puts,2026-11-20,239.07000732421875,4.65,0.20000000000000018,1.4489091352982955,294,0.8054794520547945
AMZN261120P00170000,2026-01-29 15:59:01+00:00,170.0,5.45,5.3,5.5,0.5999999,12.371133,19.0,80,0.3746400427246094,False,REGULAR,USD,Puts,2026-11-20,239.07000732421875,5.4,0.20000000000000018,1.4062941607306985,294,0.8054794520547945
AMZN261120P00175000,2026-01-29 16:15:48+00:00,175.0,6.25,6.1,6.3,0.6999998,12.61261,68.0,33,0.3690858990478516,False,REGULAR,USD,Puts,2026-11-20,239.07000732421875,6.199999999999999,0.20000000000000018,1.3661143275669643,294,0.8054794520547945
AMZN261120P00180000,2026-01-29 14:30:01+00:00,180.0,6.28,7.05,7.25,-0.52,-7.6470585,5.0,20,0.3648745153808594,False,REGULAR,USD,Puts,2026-11-20,239.07000732421875,7.15,0.20000000000000018,1.328166707356771,294,0.8054794520547945
AMZN261120P00185000,2026-01-29 16:15:46+00:00,185.0,8.2,8.05,8.25,-1.5500002,-15.897437,55.0,9,0.3598391653442382,False,REGULAR,USD,Puts,2026-11-20,239.07000732421875,8.15,0.1999999999999993,1.2922703098606418,294,0.8054794520547945
AMZN261120P00190000,2026-01-29 15:33:11+00:00,190.0,9.15,9.2,9.4,0.8699999,10.507245,2.0,105,0.3557193334960937,False,REGULAR,USD,Puts,2026-11-20,239.07000732421875,9.3,0.20000000000000107,1.2582631964432567,294,0.8054794520547945
AMZN261120P00195000,2026-01-29 16:15:46+00:00,195.0,10.6,10.4,10.65,1.0500002,10.994766,47.0,558,0.35147743255615227,False,REGULAR,USD,Puts,2026-11-20,239.07000732421875,10.525,0.25,1.2260000375600961,294,0.8054794520547945
AMZN261120P00200000,2026-01-29 16:15:47+00:00,200.0,12.0,11.8,12.0,1.25,11.627907,44.0,668,0.347113462524414,False,REGULAR,USD,Puts,2026-11-20,239.07000732421875,11.9,0.1999999999999993,1.1953500366210938,294,0.8054794520547945
AMZN261120P00205000,2026-01-29 16:13:02+00:00,205.0,13.6,13.35,13.55,0.10000038,0.7407436,41.0,24,0.34397018341064456,False,REGULAR,USD,Puts,2026-11-20,239.07000732421875,13.45,0.20000000000000107,1.1661951576791159,294,0.8054794520547945
AMZN261120P00210000,2026-01-27 14:51:04+00:00,210.0,14.65,14.85,15.25,0.0,0.0,21.0,125,0.34113207702636716,False,REGULAR,USD,Puts,2026-11-20,239.07000732421875,15.05,0.40000000000000036,1.1384286063058036,294,0.8054794520547945
AMZN261120P00215000,2026-01-29 15:12:20+00:00,215.0,16.34,16.75,17.0,1.0600004,6.9371758,3.0,14,0.3372563833618164,False,REGULAR,USD,Puts,2026-11-20,239.07000732421875,16.875,0.25,1.1119535224382266,294,0.8054794520547945
AMZN261120P00220000,2026-01-28 18:01:44+00:00,220.0,17.25,18.6,18.9,0.0,0.0,2.0,56,0.33365534515380857,False,REGULAR,USD,Puts,2026-11-20,239.07000732421875,18.75,0.29999999999999716,1.0866818514737215,294,0.8054794520547945
